Scripps ID,SDCVC ID,Species,Sample type,% Coverage,Average Coverage,Collection date,Country,State,County,Latitude,Longitude,Sequencing Status,Consensus Name
W298,07-3898,California Scrub-Jay,Tissue,100.00,0,2007-07-13,USA,CA,Kern,35.346,-119.064,coding-complete,W298_2007-07-13_USA_CA_Kern_-119.064_35.346.fasta,
W299,08-3005,Costa's Hummingbird,Tissue,100.00,0,2008-06-27,USA,CA,Kern,35.344,-119.051,coding-complete,W299_2008-06-27_USA_CA_Kern_-119.051_35.344.fasta,
W300,08-306,Mourning Dove,Tissue,100.00,0,2008-03-13,USA,CA,Kern,35.347,-119.010,coding-complete,W300_2008-03-13_USA_CA_Kern_-119.010_35.347.fasta,
W301,08-3302,Lesser Goldfinch,Tissue,100.00,0,2008-07-07,USA,CA,Kern,35.364,-119.065,coding-complete,W301_2008-07-07_USA_CA_Kern_-119.065_35.364.fasta,
W302,08-4087,American Robin,Tissue,100.00,0,2008-07-23,USA,CA,Kern,35.372,-119.164,coding-complete,W302_2008-07-23_USA_CA_Kern_-119.164_35.372.fasta,
W303,08-6915,House Sparrow,Tissue,100.00,0,2008-09-24,USA,CA,Kern,35.404,-119.123,coding-complete,W303_2008-09-24_USA_CA_Kern_-119.123_35.404.fasta,
W304,09-1477,House Finch,Tissue,100.00,0,2009-06-14,USA,CA,Kern,35.282,-119.055,coding-complete,W304_2009-06-14_USA_CA_Kern_-119.055_35.282.fasta,
W305,09-1319,California Scrub-Jay,Tissue,100.00,0,2009-06-08,USA,CA,Kern,35.402,-119.085,coding-complete,W305_2009-06-08_USA_CA_Kern_-119.085_35.402.fasta,
W306,09-1533,Sparrow,Tissue,100.00,0,2009-06-16,USA,CA,Kern,35.406,-119.066,coding-complete,W306_2009-06-16_USA_CA_Kern_-119.066_35.406.fasta,
W307,09-1537,California Scrub-Jay,Tissue,100.00,0,2009-06-15,USA,CA,Kern,35.360,-119.026,coding-complete,W307_2009-06-15_USA_CA_Kern_-119.026_35.360.fasta,
W308,09-1783,House Sparrow,Tissue,100.00,0,2009-06-24,USA,CA,Kern,35.424,-119.122,coding-complete,W308_2009-06-24_USA_CA_Kern_-119.122_35.424.fasta,
W309,09-2107,Warbler,Tissue,100.00,0,2009-07-07,USA,CA,Kern,35.457,-119.189,coding-complete,W309_2009-07-07_USA_CA_Kern_-119.189_35.457.fasta,
W310,09-2223,House Sparrow,Tissue,100.00,0,2009-07-13,USA,CA,Kern,35.395,-119.092,coding-complete,W310_2009-07-13_USA_CA_Kern_-119.092_35.395.fasta,
W311,09-2413,American Robin,Tissue,100.00,0,2009-07-23,USA,CA,Kern,35.310,-119.124,coding-complete,W311_2009-07-23_USA_CA_Kern_-119.124_35.310.fasta,
W312,10-1311,House Sparrow,Tissue,100.00,0,2010-07-06,USA,CA,Kern,35.327,-119.083,coding-complete,W312_2010-07-06_USA_CA_Kern_-119.083_35.327.fasta,
W313,10-1410,California Scrub-Jay,Tissue,100.00,0,2010-07-12,USA,CA,Kern,35.347,-119.067,coding-complete,W313_2010-07-12_USA_CA_Kern_-119.067_35.347.fasta,
W314,10-1573,California Scrub-Jay,Tissue,100.00,0,2010-07-19,USA,CA,Kern,35.347,-119.067,coding-complete,W314_2010-07-19_USA_CA_Kern_-119.067_35.347.fasta,
W315,10-1680,Unknown Bird,Tissue,100.00,0,2010-07-22,USA,CA,Kern,35.367,-119.152,coding-complete,W315_2010-07-22_USA_CA_Kern_-119.152_35.367.fasta,
W316,10-1704,House Sparrow,Tissue,100.00,0,2010-07-22,USA,CA,Kern,35.330,-119.089,coding-complete,W316_2010-07-22_USA_CA_Kern_-119.089_35.330.fasta,
W317,10-1712,House Finch,Tissue,100.00,0,2010-07-23,USA,CA,Kern,35.412,-119.103,coding-complete,W317_2010-07-23_USA_CA_Kern_-119.103_35.412.fasta,
W318,10-1736,House Sparrow,Tissue,100.00,0,2010-07-26,USA,CA,Kern,35.407,-118.920,coding-complete,W318_2010-07-26_USA_CA_Kern_-118.920_35.407.fasta,
W319,10-1759,California Scrub-Jay,Tissue,100.00,0,2010-07-26,USA,CA,Kern,35.366,-119.157,coding-complete,W319_2010-07-26_USA_CA_Kern_-119.157_35.366.fasta,
W320,10-1777,California Scrub-Jay,Tissue,100.00,0,2010-07-28,USA,CA,Kern,35.372,-118.965,coding-complete,W320_2010-07-28_USA_CA_Kern_-118.965_35.372.fasta,
W321,11-1046,House Sparrow,Tissue,100.00,0,2011-06-17,USA,CA,Kern,35.378,-118.938,coding-complete,W321_2011-06-17_USA_CA_Kern_-118.938_35.378.fasta,
W322,11-1047,House Sparrow,Tissue,100.00,0,2011-06-17,USA,CA,Kern,35.378,-118.938,coding-complete,W322_2011-06-17_USA_CA_Kern_-118.938_35.378.fasta,
W323,11-1734,California Scrub-Jay,Tissue,100.00,0,2011-08-05,USA,CA,Kern,35.412,-119.095,coding-complete,W323_2011-08-05_USA_CA_Kern_-119.095_35.412.fasta,
W324,11-1758,California Scrub-Jay,Tissue,100.00,0,2011-08-08,USA,CA,Kern,35.351,-119.068,coding-complete,W324_2011-08-08_USA_CA_Kern_-119.068_35.351.fasta,
W325,11-1760,California Scrub-Jay,Tissue,100.00,0,2011-08-08,USA,CA,Kern,35.370,-119.142,coding-complete,W325_2011-08-08_USA_CA_Kern_-119.142_35.370.fasta,
W326,11-3159,California Scrub-Jay,Tissue,100.00,0,2011-11-15,USA,CA,Kern,35.403,-119.033,coding-complete,W326_2011-11-15_USA_CA_Kern_-119.033_35.403.fasta,
W327,11-3173,House Sparrow,Tissue,100.00,0,2011-11-17,USA,CA,Kern,35.414,-119.114,coding-complete,W327_2011-11-17_USA_CA_Kern_-119.114_35.414.fasta,
W328,12-1421,California Scrub-Jay,Tissue,100.00,0,2012-06-08,USA,CA,Kern,35.356,-119.046,coding-complete,W328_2012-06-08_USA_CA_Kern_-119.046_35.356.fasta,
W329,12-1487,Brewer's Blackbird,Tissue,100.00,0,2012-06-10,USA,CA,Kern,35.396,-119.151,coding-complete,W329_2012-06-10_USA_CA_Kern_-119.151_35.396.fasta,
W330,12-1525,Allen's Hummingbird,Tissue,0.00,0,2012-06-12,USA,CA,Kern,35.267,-119.016,coding-complete,W330_2012-06-12_USA_CA_Kern_-119.016_35.267.fasta,
W331,12-1599,American Kestrel,Tissue,100.00,0,2012-06-13,USA,CA,Kern,35.362,-119.025,coding-complete,W331_2012-06-13_USA_CA_Kern_-119.025_35.362.fasta,
W332,12-1741,California Scrub-Jay,Tissue,100.00,0,2012-06-18,USA,CA,Kern,35.344,-119.051,coding-complete,W332_2012-06-18_USA_CA_Kern_-119.051_35.344.fasta,
W333,12-2034,American Crow,Tissue,100.00,0,2012-06-24,USA,CA,Kern,35.386,-119.031,coding-complete,W333_2012-06-24_USA_CA_Kern_-119.031_35.386.fasta,
W334,12-2672,House Finch,Tissue,100.00,0,2012-07-09,USA,CA,Kern,35.386,-119.031,coding-complete,W334_2012-07-09_USA_CA_Kern_-119.031_35.386.fasta,
W335,12-2718,American Crow,Tissue,100.00,0,2012-07-10,USA,CA,Kern,35.428,-119.030,coding-complete,W335_2012-07-10_USA_CA_Kern_-119.030_35.428.fasta,
W336,12-2797,American Crow,Tissue,0.00,0,2012-07-11,USA,CA,Kern,35.383,-119.030,coding-complete,W336_2012-07-11_USA_CA_Kern_-119.030_35.383.fasta,
W337,12-3440,American Crow,Tissue,100.00,0,2012-07-31,USA,CA,Kern,35.406,-118.984,coding-complete,W337_2012-07-31_USA_CA_Kern_-118.984_35.406.fasta,
W339,13-1274,California Scrub-Jay,Tissue,100.00,0,2013-06-10,USA,CA,Kern,35.406,-119.032,coding-complete,W339_2013-06-10_USA_CA_Kern_-119.032_35.406.fasta,
W340,13-1894,California Scrub-Jay,Tissue,100.00,0,2013-07-08,USA,CA,Kern,35.275,-119.041,coding-complete,W340_2013-07-08_USA_CA_Kern_-119.041_35.275.fasta,
W342,17-1059,American Crow,Tissue,100.00,0,2017-07-04,USA,CA,Kern,35.389,-119.097,coding-complete,W342_2017-07-04_USA_CA_Kern_-119.097_35.389.fasta,
W343,17-1102,American Crow,Tissue,100.00,0,2017-07-07,USA,CA,Kern,35.351,-119.091,coding-complete,W343_2017-07-07_USA_CA_Kern_-119.091_35.351.fasta,
W344,04-274,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-05,USA,CA,Kern,35.352,-119.149,coding-complete,W344_2004-08-05_USA_CA_Kern_-119.149_35.352.fasta,
W345,04-277,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-05,USA,CA,Kern,35.198,-118.833,coding-complete,W345_2004-08-05_USA_CA_Kern_-118.833_35.198.fasta,
W346,04-278,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-05,USA,CA,Kern,35.198,-118.833,coding-complete,W346_2004-08-05_USA_CA_Kern_-118.833_35.198.fasta,
W347,04-284,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-10,USA,CA,Kern,35.276,-119.099,coding-complete,W347_2004-08-10_USA_CA_Kern_-119.099_35.276.fasta,
W348,04-287,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-11,USA,CA,Kern,35.198,-118.833,coding-complete,W348_2004-08-11_USA_CA_Kern_-118.833_35.198.fasta,
W349,04-291,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-11,USA,CA,Kern,35.283,-118.932,coding-complete,W349_2004-08-11_USA_CA_Kern_-118.932_35.283.fasta,
W350,04-293,Culex tarsalis,Pooled mosquitos,100.00,0,2004-08-11,USA,CA,Kern,35.166,-118.825,coding-complete,W350_2004-08-11_USA_CA_Kern_-118.825_35.166.fasta,
W351,04-301,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-12,USA,CA,Kern,35.493,-119.272,coding-complete,W351_2004-08-12_USA_CA_Kern_-119.272_35.493.fasta,
W352,04-303,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-12,USA,CA,Kern,35.403,-119.395,coding-complete,W352_2004-08-12_USA_CA_Kern_-119.395_35.403.fasta,
W353,04-306,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-12,USA,CA,Kern,35.380,-119.111,coding-complete,W353_2004-08-12_USA_CA_Kern_-119.111_35.380.fasta,
W354,04-316,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-13,USA,CA,Kern,35.326,-119.075,coding-complete,W354_2004-08-13_USA_CA_Kern_-119.075_35.326.fasta,
W355,04-319,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-08-13,USA,CA,Kern,35.299,-119.004,coding-complete,W355_2004-08-13_USA_CA_Kern_-119.004_35.299.fasta,
W356,04-429,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-09-21,USA,CA,Kern,35.428,-119.115,coding-complete,W356_2004-09-21_USA_CA_Kern_-119.115_35.428.fasta,
W357,04-442,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2004-09-23,USA,CA,Kern,35.365,-118.998,coding-complete,W357_2004-09-23_USA_CA_Kern_-118.998_35.365.fasta,
W358,05-197,Culex tarsalis,Pooled mosquitos,100.00,0,2005-06-21,USA,CA,Kern,35.351,-119.162,coding-complete,W358_2005-06-21_USA_CA_Kern_-119.162_35.351.fasta,
W359,05-242,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-01,USA,CA,Kern,35.317,-119.109,coding-complete,W359_2005-07-01_USA_CA_Kern_-119.109_35.317.fasta,
W360,05-246,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-01,USA,CA,Kern,35.317,-119.060,coding-complete,W360_2005-07-01_USA_CA_Kern_-119.060_35.317.fasta,
W361,05-248,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-01,USA,CA,Kern,35.326,-119.075,coding-complete,W361_2005-07-01_USA_CA_Kern_-119.075_35.326.fasta,
W362,05-254,Culex tarsalis,Pooled mosquitos,100.00,0,2005-07-06,USA,CA,Kern,35.351,-119.162,coding-complete,W362_2005-07-06_USA_CA_Kern_-119.162_35.351.fasta,
W363,05-258,Culex tarsalis,Pooled mosquitos,100.00,0,2005-07-06,USA,CA,Kern,35.428,-119.115,coding-complete,W363_2005-07-06_USA_CA_Kern_-119.115_35.428.fasta,
W364,05-283,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-07,USA,CA,Kern,35.507,-119.265,coding-complete,W364_2005-07-07_USA_CA_Kern_-119.265_35.507.fasta,
W365,05-292,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-14,USA,CA,Kern,35.299,-119.004,coding-complete,W365_2005-07-14_USA_CA_Kern_-119.004_35.299.fasta,
W366,05-297,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-14,USA,CA,Kern,35.378,-119.036,coding-complete,W366_2005-07-14_USA_CA_Kern_-119.036_35.378.fasta,
W367,05-298,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2005-07-14,USA,CA,Kern,35.378,-119.036,coding-complete,W367_2005-07-14_USA_CA_Kern_-119.036_35.378.fasta,
W368,05-306,Culex tarsalis,Pooled mosquitos,100.00,0,2005-07-19,USA,CA,Kern,35.245,-119.236,coding-complete,W368_2005-07-19_USA_CA_Kern_-119.236_35.245.fasta,
W369,06-298,Culex tarsalis,Pooled mosquitos,100.00,0,2006-07-11,USA,CA,Kern,35.320,-119.129,coding-complete,W369_2006-07-11_USA_CA_Kern_-119.129_35.320.fasta,
W370,06-299*,Culex tarsalis,Pooled mosquitos,100.00,0,2006-07-11,USA,CA,Kern,35.276,-119.099,coding-complete,W370_2006-07-11_USA_CA_Kern_-119.099_35.276.fasta,
W371,06-303,Culex tarsalis,Pooled mosquitos,100.00,0,2006-07-11,USA,CA,Kern,35.245,-119.236,coding-complete,W371_2006-07-11_USA_CA_Kern_-119.236_35.245.fasta,
W372,06-304,Culex tarsalis,Pooled mosquitos,100.00,0,2006-07-11,USA,CA,Kern,35.245,-119.236,coding-complete,W372_2006-07-11_USA_CA_Kern_-119.236_35.245.fasta,
W373,06-331,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-14,USA,CA,Kern,35.378,-119.036,coding-complete,W373_2006-07-14_USA_CA_Kern_-119.036_35.378.fasta,
W374,06-336,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-21,USA,CA,Kern,35.352,-119.149,coding-complete,W374_2006-07-21_USA_CA_Kern_-119.149_35.352.fasta,
W375,06-338,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-21,USA,CA,Kern,35.349,-119.040,coding-complete,W375_2006-07-21_USA_CA_Kern_-119.040_35.349.fasta,
W376,06-340,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-21,USA,CA,Kern,35.317,-119.060,coding-complete,W376_2006-07-21_USA_CA_Kern_-119.060_35.317.fasta,
W377,06-342,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-21,USA,CA,Kern,35.299,-119.004,coding-complete,W377_2006-07-21_USA_CA_Kern_-119.004_35.299.fasta,
W378,06-343,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-21,USA,CA,Kern,35.360,-119.021,coding-complete,W378_2006-07-21_USA_CA_Kern_-119.021_35.360.fasta,
W379,06-345,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-07-21,USA,CA,Kern,35.326,-119.075,coding-complete,W379_2006-07-21_USA_CA_Kern_-119.075_35.326.fasta,
W380,06-375,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-08-04,USA,CA,Kern,35.352,-119.149,coding-complete,W380_2006-08-04_USA_CA_Kern_-119.149_35.352.fasta,
W381,06-376,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-08-04,USA,CA,Kern,35.352,-119.149,coding-complete,W381_2006-08-04_USA_CA_Kern_-119.149_35.352.fasta,
W382,06-377,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-08-04,USA,CA,Kern,35.352,-119.149,coding-complete,W382_2006-08-04_USA_CA_Kern_-119.149_35.352.fasta,
W383,06-381,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2006-08-04,USA,CA,Kern,35.317,-119.060,coding-complete,W383_2006-08-04_USA_CA_Kern_-119.060_35.317.fasta,
W384,07-72,Culex tarsalis,Pooled mosquitos,100.00,0,2007-06-05,USA,CA,Kern,35.252,-119.236,coding-complete,W384_2007-06-05_USA_CA_Kern_-119.236_35.252.fasta,
W385,07-78,Culex tarsalis,Pooled mosquitos,100.00,0,2007-06-06,USA,CA,Kern,35.290,-118.979,coding-complete,W385_2007-06-06_USA_CA_Kern_-118.979_35.290.fasta,
W386,07-96,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-06-08,USA,CA,Kern,35.317,-119.060,coding-complete,W386_2007-06-08_USA_CA_Kern_-119.060_35.317.fasta,
W387,07-116,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-06-15,USA,CA,Kern,35.317,-119.060,coding-complete,W387_2007-06-15_USA_CA_Kern_-119.060_35.317.fasta,
W388,07-184,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-06-22,USA,CA,Kern,35.326,-119.075,coding-complete,W388_2007-06-22_USA_CA_Kern_-119.075_35.326.fasta,
W389,07-333,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-03,USA,CA,Kern,35.317,-119.060,coding-complete,W389_2007-08-03_USA_CA_Kern_-119.060_35.317.fasta,
W390,07-334,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-03,USA,CA,Kern,35.317,-119.060,coding-complete,W390_2007-08-03_USA_CA_Kern_-119.060_35.317.fasta,
W391,07-356,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-15,USA,CA,Kern,35.198,-118.833,coding-complete,W391_2007-08-15_USA_CA_Kern_-118.833_35.198.fasta,
W392,07-358,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-15,USA,CA,Kern,35.352,-119.149,coding-complete,W392_2007-08-15_USA_CA_Kern_-119.149_35.352.fasta,
W393,07-361,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-15,USA,CA,Kern,35.380,-119.111,coding-complete,W393_2007-08-15_USA_CA_Kern_-119.111_35.380.fasta,
W394,07-363,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-15,USA,CA,Kern,35.317,-119.060,coding-complete,W394_2007-08-15_USA_CA_Kern_-119.060_35.317.fasta,
W395,07-367,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-15,USA,CA,Kern,35.360,-119.021,coding-complete,W395_2007-08-15_USA_CA_Kern_-119.021_35.360.fasta,
W396,07-369,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-15,USA,CA,Kern,35.326,-119.075,coding-complete,W396_2007-08-15_USA_CA_Kern_-119.075_35.326.fasta,
W397,07-370,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2007-08-17,USA,CA,Kern,35.352,-119.149,coding-complete,W397_2007-08-17_USA_CA_Kern_-119.149_35.352.fasta,
W398,09-176,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-06-17,USA,CA,Kern,35.392,-119.115,coding-complete,W398_2009-06-17_USA_CA_Kern_-119.115_35.392.fasta,
W399,09-179,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-06-17,USA,CA,Kern,35.380,-119.111,coding-complete,W399_2009-06-17_USA_CA_Kern_-119.111_35.380.fasta,
W400,09-234,Culex tarsalis,Pooled mosquitos,0.00,0,2009-06-30,USA,CA,Kern,35.346,-119.100,coding-complete,W400_2009-06-30_USA_CA_Kern_-119.100_35.346.fasta,
W401,09-251,Culex tarsalis,Pooled mosquitos,100.00,0,2009-07-01,USA,CA,Kern,35.283,-118.932,coding-complete,W401_2009-07-01_USA_CA_Kern_-118.932_35.283.fasta,
W402,09-291,Culex tarsalis,Pooled mosquitos,100.00,0,2009-07-14,USA,CA,Kern,35.276,-119.099,coding-complete,W402_2009-07-14_USA_CA_Kern_-119.099_35.276.fasta,
W403,09-293,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-14,USA,CA,Kern,35.342,-119.125,coding-complete,W403_2009-07-14_USA_CA_Kern_-119.125_35.342.fasta,
W404,09-306,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-15,USA,CA,Kern,35.360,-119.021,coding-complete,W404_2009-07-15_USA_CA_Kern_-119.021_35.360.fasta,
W405,09-309,Culex tarsalis,Pooled mosquitos,100.00,0,2009-07-15,USA,CA,Kern,35.166,-118.825,coding-complete,W405_2009-07-15_USA_CA_Kern_-118.825_35.166.fasta,
W406,09-347,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-22,USA,CA,Kern,35.411,-119.143,coding-complete,W406_2009-07-22_USA_CA_Kern_-119.143_35.411.fasta,
W407,09-375,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-28,USA,CA,Kern,35.391,-118.956,coding-complete,W407_2009-07-28_USA_CA_Kern_-118.956_35.391.fasta,
W408,09-381,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-29,USA,CA,Kern,35.392,-119.115,coding-complete,W408_2009-07-29_USA_CA_Kern_-119.115_35.392.fasta,
W409,09-400,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-07-30,USA,CA,Kern,35.210,-118.833,coding-complete,W409_2009-07-30_USA_CA_Kern_-118.833_35.210.fasta,
W410,09-527,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2009-09-04,USA,CA,Kern,35.502,-119.254,coding-complete,W410_2009-09-04_USA_CA_Kern_-119.254_35.502.fasta,
W411,09-530,Culex tarsalis,Pooled mosquitos,100.00,0,2009-09-04,USA,CA,Kern,35.532,-119.477,coding-complete,W411_2009-09-04_USA_CA_Kern_-119.477_35.532.fasta,
W412,10-280,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-06-15,USA,CA,Kern,35.399,-118.928,coding-complete,W412_2010-06-15_USA_CA_Kern_-118.928_35.399.fasta,
W413,10-406,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-06-25,USA,CA,Kern,35.317,-119.060,coding-complete,W413_2010-06-25_USA_CA_Kern_-119.060_35.317.fasta,
W414,10-414,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-06-29,USA,CA,Kern,35.399,-118.928,coding-complete,W414_2010-06-29_USA_CA_Kern_-118.928_35.399.fasta,
W415,10-457,Culex tarsalis,Pooled mosquitos,100.00,0,2010-07-01,USA,CA,Kern,35.313,-119.026,coding-complete,W415_2010-07-01_USA_CA_Kern_-119.026_35.313.fasta,
W416,10-458,Culex tarsalis,Pooled mosquitos,100.00,0,2010-07-01,USA,CA,Kern,35.336,-119.025,coding-complete,W416_2010-07-01_USA_CA_Kern_-119.025_35.336.fasta,
W417,10-500,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-07-08,USA,CA,Kern,35.360,-119.021,coding-complete,W417_2010-07-08_USA_CA_Kern_-119.021_35.360.fasta,
W418,10-501,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-07-08,USA,CA,Kern,35.360,-119.021,coding-complete,W418_2010-07-08_USA_CA_Kern_-119.021_35.360.fasta,
W419,10-541,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-07-09,USA,CA,Kern,35.317,-119.060,coding-complete,W419_2010-07-09_USA_CA_Kern_-119.060_35.317.fasta,
W420,10-547,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-07-09,USA,CA,Kern,35.326,-119.075,coding-complete,W420_2010-07-09_USA_CA_Kern_-119.075_35.326.fasta,
W421,10-738,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-07-28,USA,CA,Kern,35.360,-119.021,coding-complete,W421_2010-07-28_USA_CA_Kern_-119.021_35.360.fasta,
W422,10-941,Culex tarsalis,Pooled mosquitos,100.00,0,2010-08-18,USA,CA,Kern,35.158,-118.815,coding-complete,W422_2010-08-18_USA_CA_Kern_-118.815_35.158.fasta,
W423,10-1014,Culex tarsalis,Pooled mosquitos,100.00,0,2010-08-25,USA,CA,Kern,35.158,-118.815,coding-complete,W423_2010-08-25_USA_CA_Kern_-118.815_35.158.fasta,
W424,10-1090,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-09-02,USA,CA,Kern,35.493,-119.272,coding-complete,W424_2010-09-02_USA_CA_Kern_-119.272_35.493.fasta,
W425,10-1357,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-09-30,USA,CA,Kern,35.507,-119.265,coding-complete,W425_2010-09-30_USA_CA_Kern_-119.265_35.507.fasta,
W426,10-1377,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2010-10-05,USA,CA,Kern,35.436,-119.406,coding-complete,W426_2010-10-05_USA_CA_Kern_-119.406_35.436.fasta,
W427,11-468,Culex tarsalis,Pooled mosquitos,100.00,0,2011-06-08,USA,CA,Kern,35.346,-119.164,coding-complete,W427_2011-06-08_USA_CA_Kern_-119.164_35.346.fasta,
W428,11-1028,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-07,USA,CA,Kern,35.333,-119.181,coding-complete,W428_2011-07-07_USA_CA_Kern_-119.181_35.333.fasta,
W429,11-1103,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-08,USA,CA,Kern,35.502,-119.254,coding-complete,W429_2011-07-08_USA_CA_Kern_-119.254_35.502.fasta,
W430,11-1135,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-13,USA,CA,Kern,35.333,-119.181,coding-complete,W430_2011-07-13_USA_CA_Kern_-119.181_35.333.fasta,
W431,11-1137,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-13,USA,CA,Kern,35.346,-119.164,coding-complete,W431_2011-07-13_USA_CA_Kern_-119.164_35.346.fasta,
W432,11-1138,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-13,USA,CA,Kern,35.346,-119.164,coding-complete,W432_2011-07-13_USA_CA_Kern_-119.164_35.346.fasta,
W433,11-1139,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-13,USA,CA,Kern,35.346,-119.172,coding-complete,W433_2011-07-13_USA_CA_Kern_-119.172_35.346.fasta,
W434,11-1140,Culex tarsalis,Pooled mosquitos,100.00,0,2011-07-13,USA,CA,Kern,35.346,-119.172,coding-complete,W434_2011-07-13_USA_CA_Kern_-119.172_35.346.fasta,
W435,11-1194,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2011-07-15,USA,CA,Kern,35.346,-119.100,coding-complete,W435_2011-07-15_USA_CA_Kern_-119.100_35.346.fasta,
W436,11-1339,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2011-07-27,USA,CA,Kern,35.342,-119.125,coding-complete,W436_2011-07-27_USA_CA_Kern_-119.125_35.342.fasta,
W437,11-1498,Culex tarsalis,Pooled mosquitos,100.00,0,2011-08-04,USA,CA,Kern,35.166,-118.825,coding-complete,W437_2011-08-04_USA_CA_Kern_-118.825_35.166.fasta,
W438,11-1502,Culex tarsalis,Pooled mosquitos,100.00,0,2011-08-04,USA,CA,Kern,35.158,-118.815,coding-complete,W438_2011-08-04_USA_CA_Kern_-118.815_35.158.fasta,
W440,11-1730,Culex tarsalis,Pooled mosquitos,100.00,0,2011-08-18,USA,CA,Kern,35.166,-118.825,coding-complete,W440_2011-08-18_USA_CA_Kern_-118.825_35.166.fasta,
W446,12-685,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2012-06-19,USA,CA,Kern,35.360,-119.021,coding-complete,W446_2012-06-19_USA_CA_Kern_-119.021_35.360.fasta,
W450,12-830,Culex quinquefasciatus,Pooled mosquitos,100.00,0,2012-07-02,USA,CA,Kern,35.360,-119.021,coding-complete,W450_2012-07-02_USA_CA_Kern_-119.021_35.360.fasta,
